seconds_since_start,round_number,action
0.9058569,2,Shot hit
2.5633148,2,Shot hit
3.2666638,2,Shot hit
3.8809977,2,Shot hit
4.4326054,2,Shot hit
19.2151206,3,Shot hit
20.2141829,3,Shot hit
20.727298,3,Shot hit
21.6398981,3,Shot hit
22.7807029,3,Shot hit
23.8000268,3,end round
