seconds_since_start,round_number,action
1.8365594,1,Shot fired
1.8375598,1,Shot hit
2.7482982,1,Shot fired
2.7498035,1,Shot hit
3.5297863,1,Shot fired
3.5297863,1,Shot hit
4.2801032,1,Shot fired
4.2811251,1,Shot hit
4.9797205,1,Shot fired
4.9807395,1,Shot hit
5.7468861,1,Shot fired
5.7468861,1,Shot hit
7.6971488,1,Shot fired
7.6971488,1,Shot hit
8.6971224,1,Shot fired
8.6971224,1,Shot hit
9.7300831,1,Shot fired
9.7311736,1,Shot hit
15.2648216,1,Shot fired
15.2648216,1,Shot hit
