seconds_since_start,round_number,action
1.2848741,1,Shot fired
2.9004321,1,Shot fired
4.1029406,1,Shot fired
4.9005265,1,Shot fired
5.9498906,1,Shot fired
6.7009027,1,Shot fired
7.3836682,1,Shot fired
8.1013736,1,Shot fired
8.8509628,1,Shot fired
9.2359935,1,Shot fired
9.6045215,1,Shot fired
9.9837253,1,Shot fired
10.3344855,1,Shot fired
10.6690044,1,Shot fired
11.0175598,1,Shot fired
11.3499968,1,Shot fired
11.7026177,1,Shot fired
12.0389012,1,Shot fired
