seconds_since_start,round_number,action
2.6212076,1,Shot fired
7.7341856,1,Shot fired
7.7361856,1,Shot hit
8.8048028,1,Player hit
9.7106209,1,Player hit
10.9036427,1,Shot fired
10.9046422,1,Enemy destroyed
10.9120802,1,Shot hit
12.7032942,1,end round
