seconds_since_start,round_number,action
1.2267093,1,Shot fired
17.1938211,1,Shot fired
17.1948811,1,Shot hit
17.9644673,1,Shot fired
17.9644673,1,Shot hit
18.6396904,1,Shot fired
18.640681,1,Shot hit
19.5566322,1,Shot fired
20.3954911,1,Shot fired
20.3954911,1,Shot hit
21.452718,1,Shot fired
22.1852011,1,Shot fired
23.0030043,1,Shot fired
23.0043186,1,Shot hit
