seconds_since_start,round_number,action
5.7580898,1,Shot hit
6.7938356,1,Shot hit
7.9724878,1,Shot hit
8.9580182,1,Shot hit
13.8528817,1,Shot hit
14.5685154,1,Shot hit
15.2345651,1,Shot hit
15.7668157,1,end round
