01-43-55-PM,1,Shot hit
01-43-55-PM,1,Shot hit
01-43-56-PM,1,Shot hit
01-43-57-PM,1,Shot hit
01-43-57-PM,1,Shot hit
01-43-58-PM,1,Shot hit
01-44-00-PM,1,end round
