seconds_since_start,round_number,action
1.0255606,1,Shot fired
3.5780258,1,Shot fired
4.9109243,1,Shot fired
4.9120011,1,Shot hit
6.6779919,1,Shot fired
6.678992,1,Shot hit
8.8109503,1,Shot fired
8.8109503,1,Shot hit
