seconds_since_start,round_number,action
3.3514462,1,Shot fired
5.3073466,1,Shot fired
6.1248184,1,Shot fired
7.0239337,1,Shot fired
7.6645603,1,Shot fired
8.6402175,1,Shot fired
9.4902243,1,Shot fired
10.0237316,1,Shot fired
10.5562025,1,Shot fired
11.1078631,1,Shot fired
11.6412496,1,Shot fired
12.2070412,1,Shot fired
12.7232903,1,Shot fired
13.3918264,1,Shot fired
13.9077407,1,Shot fired
