seconds_since_start,round_number,action
16.5507712,1,Shot fired
16.5517907,1,Shot hit
17.7023615,1,Shot fired
17.7023615,1,Shot hit
18.7985558,1,Shot fired
18.7996006,1,Shot hit
19.8829036,1,Shot fired
19.8829036,1,Shot hit
20.8511147,1,Shot fired
20.8521541,1,Shot hit
21.7969718,1,Shot fired
21.7969718,1,Shot hit
22.7647301,1,Shot fired
22.7657754,1,Shot hit
23.6652406,1,Shot fired
23.6662498,1,Shot hit
