timestamp,round,action
02:05:48.328,1,Shot hit
02:05:49.139,1,Shot hit
02:05:50.600,1,Shot hit
02:05:51.267,1,Shot hit
02:05:51.959,1,Shot hit
02:05:52.696,1,Shot hit
02:05:53.297,1,Shot hit
02:05:53.928,1,Shot hit
02:05:54.610,1,Shot hit
02:05:55.131,1,Shot hit
02:05:56.045,1,end round
